text;created_date;rubrics
"Итоги новой недели ""Гражданского патруля"": часть проблем решена, других лишь добавилось 
 
-В Братске уменьшилось количество вредных выбросов в атмосферу, но дышать все равно нечем; (с 02.19) 
 
А также новости из других регионов России. Если вы столкнулись с несправедливостью, ущемлением ваших прав или хотите решить какие-либо проблемы с дорогами, свалками, освещением, тротуарами, аварийными строениями, благоустройством, ненадлежащей работе УК, бродячими собаками и т.д. – пишите нам. Вместе мы сможем сделать больше.";26.09.2019 12:39;['VK-1603736028819866', 'VK-22484005643', 'VK-49495685668']
"Двухлетнего ребенка решила вышвырнуть на улицу администрация в Иркутской области 
 
Администрация города Вихоревка решила оставить без жилья семью кинолога, в которой двое малолетних детей, обвиняя его в мошенничестве. 
 
В общественную организацию «Гражданский патруль» обратилась семья Карповых. Глава семейства служил кинологов в исправительном учреждении №25, и получил от них свободную комнату в ветхом бараке по договору соцнайма. Прописать туда жену и ее дочь от первого брака было невозможно из-за состояния жилья, потому прописались в комнате лишь Семен Карпов и его двухлетний сын Руслан. Супруга с дочерью была прописана у своей матери. 
 
Беда на улицу Бассейная, дом 8 пришла, когда в аварийном жилье стало невозможно существовать. Карповы сперва съехали на съемную квартиру, а затем подали заявление на улучшение жилищных условий в 2016 году. Длительное время семью кормили обещаниями, а когда разгневанные бездействием администрации Карповы подали в суд, администрация ответила им встречным иском, обвинив в мошенничестве. По мнению чиновников, Карповы заняли комнату незаконно. 
 
-Администрация написала на мужа заявление участковому о мошенничестве, но начальник колонии, чьей подписью и печатью на тот момент закреплен наш договор соцнайма, подтвердил, что действительно выдал нам это жилье и договор. Мы прошли уже 6 судебных заседаний, на которых органы опеки Братска неожиданно встали на сторону администрации и постановили, что моего двухлетнего сына и мужа надо выселить из комнаты, - рассказала общественникам Кристина Карпова. 
 
Чем руководствовались органы опеки на суде так и не озвучили. По их мнению, ребенка надо прописать в квартире бабушки, где та проживает вместе со своим гражданским супругом и еще одной дочерью. Прокурорские проверки, инициированные администрацией, никакого состава преступления в действиях семьи, которых вот-вот оставят без крыши над головой, не нашли. 
 
[club36702788|Гражданский патруль] обратился в прокуратуру Иркутской области с просьбой провести проверку в отношении администрации Вихоревского поселения, которая препятствует в осуществлении своих прав на жилище, закреплённые ч. 1 ст. 40 Конституции РФ, а также проверить, не пострадали ли в результате этих действий и другие жильцы дома 8 по улице Бассейной. 
 
-Глядя на условия, в которых проживает семья, действия и администрации, и органов опеки выглядят цинично. Мы, безусловно, будем дальше бороться за права этой семьи, - прокомментировал ситуацию руководитель «Гражданского патруля» Ростислав Антонов.";25.09.2019 15:08;['VK-1603736028819866', 'VK-88276183479', 'VK-83264806388']
"В Иркутске ликвидируют единственный в регионе центр помощи женщинам 
 
Лишиться жилья и единственной поддержки могут пять женщин с десятью детьми. 
 
Некоммерческая организация ""Иркутский региональный центр социально-правовой помощи"", больше известная как приют для женщин с детьми «Мария», может быть закрыта по иску Управления Министерства юстиции РФ. Местные представители федерального органа обвиняют организацию в непредставлении ежегодной отчетности. 
 
— Мы не согласны с предъявленным иском поскольку регулярно отчитывались о своей деятельности, в том числе совсем недавно вносили изменения в Устав, что без ведома юстиции сделать невозможно, и надеемся доказать это в суде, — рассказывает Наталья Кузнецова, директор кризисного Центра. — Мы, конечно, допускаем, что в работе центра могли оказаться какие-то ошибки, все-таки существуем на свои деньги и есть трудности с коммунальными платежами, но эти проблемы решаемы. Смущает то, что судебная претензия подана без предварительной работы и именно в тот период, когда возник конфликт с депутатом Законодательного собрания области Красноштановым. 
 
Первое судебное заседание по делу о ликвидации кризисного центра состоится сегодня, 24 сентября, в Ленинском районе города Иркутска. 
Региональный Центр помощи женщинам «Мария» существует в Иркутске с 2011 года. Больше половины жильцов – это дети, за которыми в четыре руки ухаживают женщины, которых предали. 
 
Помимо временного приюта, нуждающимся оказывают правовую и психологическую помощь, помогают получить образование и найти работу. Особенность центра заключается еще и в том, что только здесь могут найти прибежище несовершеннолетние матери из детских домов. По российскому законодательству, если воспитанница детского дома становится матерью до наступления совершеннолетия, она лишается права проживания под опекой государства с малышом. А в Иркутской области раннее материнство среди воспитанниц государственных организаций органов опеки очень распространено. 
 
— Ту работу, которую делает Наталья Кузнецова в Иркутской области больше не делает никто, — комментирует ситуацию Андрей Царенко, глава местного отделения общественной организации [club36702788|Гражданский патруль] . — Мы надеемся, иск юстиции — это какая-то ошибка. Ведь речь идет не о фирме-однодневке, а о социально значимой организации, под опекой которой в том числе находится огромное число детей.";24.09.2019 6:14;['VK-1603736028819866', 'VK-65514945887', 'VK-35395203603']
"Вот уже неделю идет обсуждение законопроекта об ограничении минимальной площади точек, торгующих алкогольной продукцией в жилых домах. 
Вопрос этот оказался на редкость дискуссионным. Опрос, проведенный общественной организацией «Гражданский патруль», показал, что большинство людей выступают за введение ограничений, тогда как в защиту ""наливаек"" высказались многие заметные медиаперсоны, назвав ограничительные меры - формой давления на малый бизнес. 
Свое мнение на этот счет высказал руководитель Гражданского патруля [id24183954|Ростислав Антонов]. 
 
А что думаете вы?";23.09.2019 13:37;['VK-1603736028819866', 'VK-83988295632', 'VK-37423500845']
Начинается осень, мокрые дороги, способствуют повышению количества аварий на дорогах, поэтому будьте внимательны и не превышайте скоростной режим. А то вон, вчера например, какие то малолетки на жигулях, в центре столб обняли, видно летели, и обоих увезли в больницу. Если кто их знает, как здоровье, не сильно хоть? Анонимно;22.09.2019 12:15;['VK-1603736028819866', 'VK-82569256027', 'VK-33588408506']
"Вонь из города: количество вредных выбросов в Братске уменьшилось, но дышать все равно нечем 
 
Росприроднадзор Иркутской области отчитался перед общественниками о снижении количества вредных выбросов в Братске, однако горожане продолжают жаловаться на устойчивый запах сероводорода. 
 
В общественную организацию «Гражданский патруль» обратились жители Братска, возмущенные количеством выбросом, мешающим нормально дышать. Братчане отметили, что в последнее время едкий запах сероводорода заполоняет улицы практически ежедневно, причем едкая вонь заполонила самый центр города. 
 
[club36702788|Гражданский патруль] обратился в Росприроднадзор Иркутской области с жалобами на загрязнения окружающей среды. В Росприроднадзоре подтвердили актуальность заданных общественниками вопросов. 
 
-К числу основных промышленных загрязнителей на территории Братска относятся филиал АО «Группа Илим» в Братске и ПАО «Русал Братск». В результате проверок были выявлены нарушения требований Федерального закона «Об охране окружающего воздуха». Предприятия, а также виновные должностные лица привлечены к административной ответственности, - ответил заместитель руководителя Росприроднадзора Иркутской области Павел Инютин. 
 
Инютин также отметил, что Росприроднадзор добился значительного снижения выбросов загрязняющих веществ в воздух. Так, филиалом АО «Группа Илим» в Братске в 2014 году было выброшено 10542,9 тонн загрязняющих веществ, в 2018 – 5348,4 тонн; ПАО «Русал Братск» в 2014 году было выброшено 115295,2 тонн загрязняющих веществ, в 2018 – 75309,4 тонн. 
 
Кроме того, между Минприроды России, Росприроднадзором, а также вышеуказанными предприятиями и правительством Иркутской области заключены соглашения в рамках реализации которых выполняется 22 природоохранных мероприятия на сумму более 3,3 млрд рублей. Тем не менее, общественники отметили, что, несмотря на все действия Росприроднадзора, жизнь горожан не стала легче, а на улицах все так же пахнет сероводородом. 
 
-Чаще всего тухлыми яйцами несет на улицах, приближенных к Братскому лесопромышленному комплексу (Илим). Это улицы Южная, Пихтовая, Баркова, Янгеля, Снежная, Солнечная и другие, при этом число предельно допустимых концентратов в воздухе может оказаться не превышенным, однако дышать все равно нечем, - прокомментировал ситуацию активист «Гражданского патруля» в Иркутской области Андрей Царенко.";19.09.2019 8:19;['VK-1603736028819866', 'VK-79695518360', 'VK-99201496370']
Принимаю заявки на мясо свинины домашней. Продажа стегнами (четвертинами). Цена - 250 руб. Доставка по городу Черемхово. Тел - 89148750183;12.09.2019 2:19;['VK-1603736028819866', 'VK-72950659407', 'VK-79255219312']
"Сниму квартиру.
На длительный срок.
Цена месяц: 6000-9000к
С мебелью.
В районе площади.
Номер 89149328254";11.09.2019 16:22;['VK-1603736028819866', 'VK-81786543034', 'VK-82390995431']
Продолжается набор в секцию самбо. Приглашаем девочек и мальчиков от 9 до 12 лет. Все вопросы по телефону 89148766915;05.09.2019 11:47;['VK-1603736028819866', 'VK-53582246622', 'VK-96230422197']
"Мэр Иркутска не нашел времени на встречу с жителями микрорайона Солнечный 
 
Напомним, в общественную организацию «Гражданский патруль» обратились жители микрорайона Солнечный, возмущенные тем, что в границах улиц Дыбовского-Ширямова-Депутатская запланирована вырубка деревьев. На участке, где привыкли отдыхать горожане, планируется построить объект здравоохранения. 
 
-Мэр города Иркутска так и не нашел время встретиться с жителями, несмотря на наши просьбы, вероятно очень занят предвыборной агитацией. Тем не менее, борьба за рощу продолжается. В течение 4-х дней в роще люди наводили порядок и убирали мусор: со своими мешками, перчатками, косилками, один из граждан помог транспортом, чтобы вывезти собранный мусор. Как выяснилось, в роще растут грибы, ягоды, живут птицы. Даже нашли в листве забетонированное ""нечто"", по слухам - скважина какого-то источника, - рассказала «Гражданскому патрулю» местная активистка Татьяна Кузнецова. 
 
«Гражданский патруль» следит за развитием ситуации.";04.09.2019 15:06;['VK-1603736028819866', 'VK-20252837610', 'VK-46013990472']
"Эксклюзив КП! Дочь супругов Кузякиных из Черемхова впервые рассказала, как ее семья стала прототипом культового советского кино ""Любовь и голуби"". Что в фильме - правда, а что - выдумка? И похожи ли киношные персонажи на реальных? Читайте, сравнивайте фото и удивляйтесь! 
 
https://www.irk.kp.ru/daily/27023/4087193/";04.09.2019 15:05;['VK-1603736028819866', 'VK-29549086018', 'VK-99314573287']
Черемхово! Помогите!! Срочный пристрой,котятки с ладошку,подкинули к офису,девать некуда,очень замёрзли ??????????89500685652.;03.09.2019 6:08;['VK-1603736028819866', 'VK-20884643680', 'VK-61231778186']
"БОЛЬШОЙ ЭКСКЛЮЗИВ «КП»! УЖЕ В ЭТОТ ЧЕТВЕРГ! 
 
Все помнят культовую советскую картину «Любовь и голуби»? А вы знали, что история реальная и была основана на семье из Черемхово в Иркутской области? Младшая дочь Кузякиных, Ольга, дала эксклюзивное интервью. Ну а пока предлагаем пройти тест на знание фильма: 
 
https://www.irk.kp.ru/daily/27023.5/4086445/";02.09.2019 11:35;['VK-1603736028819866', 'VK-90481376074', 'VK-91587733298']
"Милые девушки?? ?? Нужны модели на наращивание ресниц! 
Пополнение портфолио.Отработка скорости. 
Есть сертификат.Материалы все премиум класса, 
все инструменты проходят стерилизацию,цена только за материал.??????";31.08.2019 13:42;['VK-1603736028819866', 'VK-99450211261', 'VK-14399747524']
Четверо щенков ищут хозяев, мать такса, отец подлец, живут на улице, скоро холода, давайте им поможем найти хозяев;26.08.2019 11:30;['VK-1603736028819866', 'VK-37903597555', 'VK-86204286175']
"Вы сообщаете о проблемах, мы их решаем. Что удалось сделать на прошедшей неделе — смотрите в итоговом выпуске Гражданского патруля. 
 
??78-ми летняя жительница Иркутской области год жила без воды - 9:17. 
 
Помни, гражданский патруль - это ты. Тебя не волнует политика, но твой город должен быть комфортным и безопасным, а поэтому некомпетентные, ленивые чиновники тебе не нужны. У тебя есть инструмент - бесплатное мобильное приложение ""Гражданский патруль"", и команда профессионалов в новосибирском офисе, которые всегда рады помочь и открыты для общения 24 часа в сутки. Действуй сам и приводи друзей. Вместе мы построим гражданское общество и заботливое государство. 
 
Кстати, наш проект не финансируется государством и оппозицией, но имеет большие амбиции и множество полезных идей. Если ты откажешься от лишней пачки сигарет или бутылки пива и пожертвуешь сэкономленные средства нашему проекту, где-то в нашей стране начнут активнее решаться многолетние проблемы, а у тебя будет целых два повода гордиться собой: проявишь заботу не только о своем здоровье, но и о целом государстве. Местами в нашей стране очень не хватает руки правозащитника, экоактивиста или СМИ. Мы готовы это исправить. 
 
*Поддержи наш проект. Яндекс-кошелек Гражданского патруля 410011357500542.";21.08.2019 16:05;['VK-1603736028819866', 'VK-11787353169', 'VK-73375590125']
Ведётся набор детей, в секцию по борьбе САМБО 9-12 лет. Все вопросы по телефону 89148766915;17.08.2019 14:39;['VK-1603736028819866', 'VK-73948880935', 'VK-46696476714']
Сниму мебелированную квартиру, на длительный срок в любом районе Храмцовки,Кирово,Радужный,в пределах 8000т.р.Чистоту и своевременную оплату гарантирую.;17.08.2019 14:38;['VK-1603736028819866', 'VK-30890184524', 'VK-13831573219']
В физкультурно-оздоровительный центр требуется инструтор,девушки,мужчины.Образование не ниже средне-специального.Обучение на рабочем месте бесплатно в течении 10 дней.График посменный,зп 1000р/смена.тел.для записи на собеседование 89249941155;17.08.2019 9:11;['VK-1603736028819866', 'VK-55897067523', 'VK-76627848149']
КУПИМ ДОРОГО!!! Советские радиодетали, платы (в т.ч. материнские), измерительные приборы, АВТОМОБИЛЬНЫЕ и промышленные КАТАЛИЗАТОРЫ, термопары ТП, ТПП, ТПР, ТСП, радиостанции, рации, осциллографы, частотомеры, вольтметры,генераторы, анализаторы, РЕДКОЗЕМЕЛЬНЫЕ МЕТАЛЛЫ, регистрирующие приборы, КСП, КСМ, КСУ, КСД, Самописцы, КИПиА, ПРОДУКТЫ НЕФТЕПЕРЕРАБОТКИ (диоксиды, катализаторы, неликвиды), списанные авиационные блоки, Периферия СМ, серия Электроника, Спецвычислители, ЭВМ, гироскопы, РЕОХОРДЫ, советские АТС, блоки МКС, конденсаторы Км, лампы ГУ, ГМИ, ГС, ГК, ИН и т.д, транзисторы, переключатели, тумблеры, микросхемы, разъемы, РЕЛЕ, контакторы, потенциометры, резисторы и сопротивления переменные, Шаговоискатели, КОНТАКТЫ с ПУСКАТЕЛЕЙ, Техническое и другое СЕРЕБРО, дополнительные патроны для противогазов ДП-2 и ДП-4, аккумуляторы СЦ, СЦС, СЦД., СЦК, срезка с плат, корпуса и браслеты с желтых советских наручных часов. ВЫЕЗД в РАЙОНЫ и по СТРАНЕ. +79186633633..;10.08.2019 15:37;['VK-1603736028819866', 'VK-26787204815', 'VK-98338234124']
"Итоги ушедшей недели, или самое интересное за последние дни смотрите в итоговом выпуске Гражданского патруля 
 
?? Ужесточить контроль за промышленными выбросами просят жители Иркутской области. (3.24) 
?? Отставки губернатора Красноярского края требуют жители разных регионов. (2.05) 
 
А также новости из других регионов. Присылайте нам информацию о проблемах: 
 
- Дорог, дорожной инфраструктуры, тротуаров, освещения улиц городов и деревень; 
- Остановок общественного транспорта, ливневок, колодцев, (их состояние или отсутствие); 
- Дворов, жилых домов, детских площадок, учебных заведений, детсадов и их территорий; 
- Аварийных зданий, строений, ограждений, деревьев, столбов и других объектов; 
- Благоустройства территорий, экологии, незаконных свалок, уборке мусора; 
- Ненадлежащей работы органов власти, управляющих компаний и т.п. 
 
Мы обязательно поможем решить их и расскажем о них в наших новостных выпусках.";07.08.2019 4:23;['VK-1603736028819866', 'VK-85468993133', 'VK-65235312054']
"Министра экологии Иркутской области просят ужесточить контроль за промышленными выбросами 
 
Жители Иркутской области просят минэкологии региона усилить контроль за крупными промпредприятиями в Братске и публиковать информацию о загрязнении воздуха в режиме онлайн. 
 
На резкое ухудшение качества воздуха пожаловались жители Братска. В городе функционирует три крупнейших завода страны. По их словам, помимо гари от лесных пожаров на улицах появился привкус химии. Люди опасаются за состояние своего здоровья и обратились за помощью в общественную организацию защиты прав потребителей «Гражданский патруль». 
 
Правозащитники потребовали прояснить ситуацию в Министерстве природных ресурсов и экологии Иркутской области и Роспотребнадзоре. 
 
— В связи с ухудшением самочувствия жителей и высоким социальным напряжением мы просим минэкологии публиковать данные мониторинга за состоянием предельно допустимых концентраций [вредных веществ] в воздухе в режиме онлайн и проведения проверок промышленных предприятий Братска на предмет соблюдения ПДК и ограничений в связи с введением режима НМУ, — рассказал руководитель местного отделения «Гражданского патруля» Андрей Царенко. 
 
Согласно требованиям общественной организации, внеплановые проверки ведомства должны коснуться трех крупных предприятий Братска - завода ферросплавов «БЗФ», ПАО «РУСАЛ БРАТСК"" и филиала АО Группа ""ИЛИМ"".";05.08.2019 13:26;['VK-1603736028819866', 'VK-41451477781', 'VK-34043015190']
Аккуратней на дорогах, сегодня при мне машину просто развалило на дороге. Надеюсь никто не погиб, и не остался калекой. В курсе кто ?Подскажите. Анон;03.08.2019 15:02;['VK-1603736028819866', 'VK-49644421342', 'VK-19191743498']
"Вице-премьер Виталий Мутко раскритиковал мэра Тулуна Юрия Кариха и губернатора Иркутской области Сергея Левченко за их действия после паводка. Заместитель председателя правительства пообещал им жесткий разговор, сообщает РИА Новости.

Виталий Мутко:
— Раз приехал — не строим ничего, сейчас приезжаем — опять ничего не строим. Я понять не могу, почему мы ничего не строим? Почему мэр с губернатором эти вопросы не двигают?

Он посоветовал губернатору найти хотя бы сто человек, которые хотят индивидуальный дом, и построить «эти сто домов». Новый квартал планируется возвести к октябрю 2020 года.
Вице-премьер сообщил, что глава региона создал единую службу заказчика, были перечислены деньги из федерального бюджета.

Виталий Мутко:
— Я каждый день вижу: 30-40 миллионов выплачивается, еще по 50 тысяч, по 100 тысяч, и еще выплаты идут. Но я также вижу, что 11 граждан всего получили компенсации за утерянное жилье. Это ничто. И меня это тоже немножко напрягает. И я уже говорил, что этот мой приезд до воскресенья такой, что мы не увидим что-то. Не знаю, что я буду президенту докладывать, какие решения мы будем принимать. Надо это быстрее делать.

По словам Мутко, задача мэра и губернатора — принять меры, чтобы люди не ждали. Также он поручил местным властям организовать в Тулуне консультационный пункт для пострадавших от паводка. По словам представителя местных властей, около 100 граждан получили компенсации за утерянное жилье.";02.08.2019 11:57;['VK-1603736028819866', 'VK-46264917137', 'VK-69211680012']
"Продам цветочный мёд. Очень вкусный. Звоните пишите! Покупайте))) Не пожалеете! Цена за литр 550, за 3 -1500 
89041550218";01.08.2019 10:24;['VK-1603736028819866', 'VK-80924149173', 'VK-83665379793']
"Придумали новый флешмоб в соц сетях! 
Задания: 
1 -  Находим на просторах Иркутской области стелу ЗОЖСИЛА38 
2 - Фотографируемся с ней! 
3 - Выкладываем у себя на странице с небольшим описанием своей спортивной жизни, ставим хэштег #ЗОЖСИЛА38 
Инстаграм-страница проекта: [club141395106|@zojsila38]";01.08.2019 4:04;['VK-1603736028819866', 'VK-21459245454', 'VK-94960250705']
"Спустя два дня ясного неба Братск накрыло второй волной дыма от лесных пожаров 
 
Руководитель местного отделения Гражданского патруля Андрей Царенко сообщает, что на этот раз дым имеет резкий привкус гари, что может говорить о приближении огня. 
 
Новое появление небольшой дымки ощущается и в Новосибирске, здесь как и в Братске его не было последние несколько дней. А как у вас? СМИ сообщают, что дымом заволокло полстраны. Им дышат жители Красноярского края, Новосибирской, Омской, Томской, Челябинской областей, на днях запах гари появился за Уралом, например, в Татарстане. 
 
В Иркутской области полыхает тайга на территории 597 тысяч гектаров. В соседнем Красноярском крае горит почти миллион гектаров леса. 
В других сибирских регионах ситуацию держат на контроле, говорят, крупных пожаров не допущено. 
 
Напомним, все началось примерно три недели назад. 15 июля в Красноярском крае загорелось 285 тысяч гектаров, а уже 29-го огнем было охвачено – 993 тысячи гектаров.";31.07.2019 12:57;['VK-1603736028819866', 'VK-18500052324', 'VK-96661619796']
"""Эти 13 дней волонтерства затмили собой два года службы в армии"" 
 
Руководитель иркутского отделения Гражданского патруля Андрей Царенко рассказал, что на самом деле происходило в затопленном Тулуне и кто именно сдерживал ситуацию и спасал жизни, по сути, брошенных людей и животных. 
 
Андрей в составе небольшой волонтерской делегации из Иркутска попал в зону бедствия в самый первый день происшествия. На крупном частном судне он и владелец лодки Евгений Клепиков - были одними из первых, кто добрался до крайней точки затопления с гуманитарным грузом. 
 
Чтобы доставить 2,5 тонны гуманитарки, им нужно было проплыть 120 километров в одну сторону по горной реке. Навстречу нередко плыли целые дома. На рейс, в одну сторону, уходило по 18 часов ходу. Добравшись до населения они курсировали от берега к берегу, переправляя жизненно-важный груз, пострадавших, нередко спасая домашних животных. 
 
— МЧС словно не было, во всех экстренных ситуациях мы наблюдали лишь работу каких-то волонтеров, активистов. Госаппарат оказался настолько неповоротлив, что в самые экстренные моменты они просто отсутствовали и спасение утопающих было делом самих утопающих в буквальном смысле этого слова. По непонятным причинам, в МЧС оказались совершенно не готовы к ситуации. В первый день к нам подходил сотрудник министерства, спрашивал, в какую сторону мы уходим - он даже не понимал, откуда идет вода, где верх, а где низ, — вспоминает Андрей. 
 
Всего в режиме круглосуточной спасательной операции Андрей пробыл 13 дней. К этому моменту вода ушла, начали восстанавливать дороги. Но все эти дни группа работала на износ, некогда даже было позвонить близким. С собой помимо гуманитарки и пострадавших Андрей с Евгением брали журналистов из Москвы - внизу по ссылке их видение происходящего с судна наших спасателей. https://www.youtube.com/watch?v=qJpXio8BBmE&feature=youtu.be 
 
— Хочу сказать спасибо огромному количеству людей и организаций, с которыми пришлось встретиться, особенно нескольких сотрудников администрации Тулуна – в режиме ЧС и полной неразберихи все лежало на нескольких специалистах, в частности, женщин, которые своими руками разгружали фуры с гуманитарным грузом и оперативно распределяли их в нужных направлениях. Первый штаб помощи буквально держался на двух женщинах. Не могу не отметить ребят из ""Питомника К-9"", они спасли огромное число животных – собак, кошек с крыш, и сейчас до сих пор занимаются их судьбами – лечат и ищут новые дома; Александра Красовского - главу НКО ""Глубина ответственности"", это драйверы, которые в обычной жизни достают со дна Байкала мусор и сети. Во время ЧП в Тулуне Александр координировал действия штабов и волонтеров, делал все за свой счет. Большой вклад сделали ребята из Молодой гвардии - их было порядка 400 человек, все с головой были заняты спасательной работой. Сергей Беспалов, иркутский политик, организовал сбор средств, благодаря ему стала возможной работа многих волонтеров, — рассказал Андрей Царенко. 
 
На сегодняшний день ситуация с наводнением взята на контроль МЧС, продолжается эвакуация местного населения. Уровень воды в реке Ия, поглотившей в июне жилище тысяч семей, снова повысился. 
 
Напомним, в результате паводков, начавшихся 25 июня, в Иркутской области погибли 25 человек. Пострадавшими считаются более 42 тыс. человек — это люди частично или полностью лишившиеся имущества. Вода затопила около 11 тыс. домов в 109 населенных пунктов. 3,5 тыс. из них восстановлению не подлежат.";29.07.2019 12:58;['VK-1603736028819866', 'VK-43403384252', 'VK-61060607205']
"?ЗАПРЕТИТЬ ХОЗЯЙСТВЕННУЮ ДЕЯТЕЛЬНОСТЬ НА БАЙКАЛЕ! 
Уважаемые жители России и все те, кому небезразлично будущее наших детей! Нашими общими усилиями мы добились остановки строительства китайского завода по розливу питьевой воды, который собирались устроить на берегу нашего озера Байкал в Слюдянском районе Иркутской области. Но это только первый шаг. Мы не должны питать иллюзии, что теперь Байкал спасён. Нет! Самая разная хозяйственная деятельность на Байкале активно продолжается! Губит хрупкую экосистему великого озера. Сегодня учёные бьют тревогу. Дикий туризм, сотни гостиниц без очистных сооружений, заводы по розливу воды, опасные стоки от транспорта... Если так будет продолжаться – мы и наши потомки навсегда потеряем Байкал! Байкал прекрасен и нам есть что спасать! Байкал – древнее озеро с могучей энергетикой. Если допустим его гибель, то для каждого, кто оставался равнодушным, это станет чёрным пятном на совести на всю жизнь! Байкал больше, чем озеро. Это символ чистой нетронутой Природы. Один из последних на нашей планете. Уничтожать Байкал производством, хозяйственной деятельностью, грязными стоками – кощунство. Будущее Байкала в наших руках. Спасать священное озеро надо сегодня, когда Байкал чист и прекрасен! 
Обращаемся к губернатору Иркутской области Сергею Левченко, Минприроды России и к Председателю Правительства Российской Федерации с требованием ввести запрет на хозяйственную деятельность на берегах Байкала! 
Создатель петиции Зорикто Матанов, г. Иркутск 
 
Чтобы пройти на сайт и подписать петицию, жмите на ссылку?? 
https://www.change.org/p/губернатор-иркутской-области-левченко-сергей-георгиевич-запретите-хозяйственную-деятельность-на-байкале?signed=true";29.07.2019 12:58;['VK-1603736028819866', 'VK-15559862120', 'VK-14415893259']
